"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","geneSymbols"
"GO:0045834","positive regulation of lipid metabolic process","4/57","150/18862",0.00109414546482441,0.0116535175697965,0.00840033151356421,"2147/183/335/348",4,"F2/AGT/APOA1/APOE"
"GO:0050871","positive regulation of B cell activation","4/57","150/18862",0.00109414546482441,0.0116535175697965,0.00840033151356421,"3502/28442/3494/3537",4,"IGHG3/IGHV3-23/IGHA2/IGLC1"
"GO:0010544","negative regulation of platelet activation","2/57","17/18862",0.0011851959462142,0.0123297128668175,0.00888776070641245,"2147/348",2,"F2/APOE"
"GO:0034374","low-density lipoprotein particle remodeling","2/57","17/18862",0.0011851959462142,0.0123297128668175,0.00888776070641245,"183/348",2,"AGT/APOE"
"GO:0060192","negative regulation of lipase activity","2/57","17/18862",0.0011851959462142,0.0123297128668175,0.00888776070641245,"335/345",2,"APOA1/APOC3"
"GO:0000187","activation of MAPK activity","4/57","154/18862",0.00120606959718931,0.0124503492263696,0.00897472032240466,"183/727/6288/2081",4,"AGT/C5/SAA1/ERN1"
"GO:0032371","regulation of sterol transport","3/57","70/18862",0.00124077882667103,0.0126145847378221,0.00909310798812341,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0032374","regulation of cholesterol transport","3/57","70/18862",0.00124077882667103,0.0126145847378221,0.00909310798812341,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0032368","regulation of lipid transport","4/57","156/18862",0.00126493752959666,0.0127635049978851,0.00920045579500853,"183/335/345/348",4,"AGT/APOA1/APOC3/APOE"
"GO:0030258","lipid modification","5/57","270/18862",0.00132105111448078,0.0131857551548511,0.00950483095717953,"183/335/22908/348/55750",5,"AGT/APOA1/SACM1L/APOE/AGK"
"GO:0006957","complement activation, alternative pathway","2/57","18/18862",0.00133076117652557,0.0131857551548511,0.00950483095717953,"727/3075",2,"C5/CFH"
"GO:0015850","organic hydroxy compound transport","5/57","271/18862",0.0013428115537392,0.0131857551548511,0.00950483095717953,"183/335/345/1191/348",5,"AGT/APOA1/APOC3/CLU/APOE"
"GO:1903036","positive regulation of response to wounding","3/57","72/18862",0.00134608677810328,0.0131857551548511,0.00950483095717953,"2147/3273/5345",3,"F2/HRG/SERPINF2"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","4/57","159/18862",0.00135697219683838,0.0131960629576602,0.00951226124252074,"183/53840/1191/6280",4,"AGT/TRIM34/CLU/S100A9"
"GO:1900221","regulation of amyloid-beta clearance","2/57","19/18862",0.0014844392142276,0.0143317800395211,0.0103309325094673,"1191/348",2,"CLU/APOE"
"GO:1903034","regulation of response to wounding","4/57","164/18862",0.00152061439562885,0.0145761751352422,0.010507102478067,"2147/3273/5345/348",4,"F2/HRG/SERPINF2/APOE"
"GO:0015669","gas transport","2/57","20/18862",0.0016461814364338,0.0156679112602423,0.0112940704746746,"3043/3040",2,"HBB/HBA2"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","3/57","78/18862",0.00169520818007738,0.0160209111103088,0.0115485271867392,"2147/3273/6280",3,"F2/HRG/S100A9"
"GO:0010875","positive regulation of cholesterol efflux","2/57","21/18862",0.00181593943109231,0.0168720467701363,0.0121620605394582,"335/348",2,"APOA1/APOE"
"GO:2000047","regulation of cell-cell adhesion mediated by cadherin","2/57","21/18862",0.00181593943109231,0.0168720467701363,0.0121620605394582,"201627/5345",2,"DENND6A/SERPINF2"
"GO:0001895","retina homeostasis","3/57","80/18862",0.00182298567933664,0.0168720467701363,0.0121620605394582,"3502/3512/3494",3,"IGHG3/JCHAIN/IGHA2"
"GO:0046486","glycerolipid metabolic process","6/57","433/18862",0.0019079656724938,0.017537602277306,0.0126418201371435,"335/22908/345/348/8821/55750",6,"APOA1/SACM1L/APOC3/APOE/INPP4B/AGK"
"GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","2/57","22/18862",0.0019936649961917,0.0182006695570698,0.0131197861188699,"183/5345",2,"AGT/SERPINF2"
"GO:0035023","regulation of Rho protein signal transduction","3/57","84/18862",0.00209623002475885,0.0190077073866647,0.0137015319541493,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","2/57","23/18862",0.00217931013896954,0.0196284174932693,0.0141489651551608,"183/5345",2,"AGT/SERPINF2"
"GO:0043405","regulation of MAP kinase activity","5/57","307/18862",0.00231772597199155,0.0207359216960844,0.0149472994263876,"183/727/6288/2081/348",5,"AGT/C5/SAA1/ERN1/APOE"
"GO:0051004","regulation of lipoprotein lipase activity","2/57","24/18862",0.00237282707512374,0.0210883042040798,0.0152013111330688,"335/345",2,"APOA1/APOC3"
"GO:1905952","regulation of lipid localization","4/57","189/18862",0.00254926232636246,0.0224320374156601,0.0161699289238306,"183/335/345/348",4,"AGT/APOA1/APOC3/APOE"
"GO:0051873","killing by host of symbiont cells","2/57","25/18862",0.00257416822802657,0.0224320374156601,0.0161699289238306,"2147/3273",2,"F2/HRG"
"GO:1990000","amyloid fibril formation","2/57","25/18862",0.00257416822802657,0.0224320374156601,0.0161699289238306,"1191/348",2,"CLU/APOE"
"GO:0051702","biological process involved in interaction with symbiont","3/57","92/18862",0.00271604263595305,0.0235156723706387,0.0169510572661518,"2147/3273/348",3,"F2/HRG/APOE"
"GO:0050864","regulation of B cell activation","4/57","193/18862",0.00274926297591041,0.0236507109850754,0.0170483986158007,"3502/28442/3494/3537",4,"IGHG3/IGHV3-23/IGHA2/IGLC1"
"GO:0015914","phospholipid transport","3/57","94/18862",0.00288678069832765,0.0243651553280234,0.0175633992834367,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0042632","cholesterol homeostasis","3/57","94/18862",0.00288678069832765,0.0243651553280234,0.0175633992834367,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0050764","regulation of phagocytosis","3/57","94/18862",0.00288678069832765,0.0243651553280234,0.0175633992834367,"335/720/721",3,"APOA1/C4A/C4B"
"GO:0055092","sterol homeostasis","3/57","95/18862",0.00297457469686012,0.0247004890115791,0.0178051215010128,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0007263","nitric oxide mediated signal transduction","2/57","27/18862",0.00300013391124247,0.0247004890115791,0.0178051215010128,"183/348",2,"AGT/APOE"
"GO:0032967","positive regulation of collagen biosynthetic process","2/57","27/18862",0.00300013391124247,0.0247004890115791,0.0178051215010128,"2147/5345",2,"F2/SERPINF2"
"GO:0051883","killing of cells in other organism involved in symbiotic interaction","2/57","27/18862",0.00300013391124247,0.0247004890115791,0.0178051215010128,"2147/3273",2,"F2/HRG"
"GO:0010714","positive regulation of collagen metabolic process","2/57","28/18862",0.00322466431963643,0.0262272697997096,0.0189056874624937,"2147/5345",2,"F2/SERPINF2"
"GO:0044331","cell-cell adhesion mediated by cadherin","2/57","28/18862",0.00322466431963643,0.0262272697997096,0.0189056874624937,"201627/5345",2,"DENND6A/SERPINF2"
"GO:1902905","positive regulation of supramolecular fiber organization","4/57","203/18862",0.00329590463752561,0.026645204961201,0.0192069521996578,"335/5345/1191/348",4,"APOA1/SERPINF2/CLU/APOE"
"GO:1902430","negative regulation of amyloid-beta formation","2/57","29/18862",0.00345683069938788,0.0277788431052607,0.0200241248833121,"1191/348",2,"CLU/APOE"
"GO:0002446","neutrophil mediated immunity","6/57","499/18862",0.00385486211934176,0.0307930057390277,0.0221968564390669,"3240/5265/2147/1/3043/6280",6,"HP/SERPINA1/F2/A1BG/HBB/S100A9"
"GO:0032373","positive regulation of sterol transport","2/57","31/18862",0.00394388537617775,0.031133495146062,0.022442295112739,"335/348",2,"APOA1/APOE"
"GO:0032376","positive regulation of cholesterol transport","2/57","31/18862",0.00394388537617775,0.031133495146062,0.022442295112739,"335/348",2,"APOA1/APOE"
"GO:0001523","retinoid metabolic process","3/57","108/18862",0.00426768405002093,0.0332978604367912,0.0240024580291875,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0006641","triglyceride metabolic process","3/57","108/18862",0.00426768405002093,0.0332978604367912,0.0240024580291875,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:1902992","negative regulation of amyloid precursor protein catabolic process","2/57","33/18862",0.00446092797359595,0.0346044239339061,0.0249442823713701,"1191/348",2,"CLU/APOE"
"GO:0051341","regulation of oxidoreductase activity","3/57","110/18862",0.00449236891122897,0.0346480406831568,0.0249757231059856,"3240/183/348",3,"HP/AGT/APOE"
"GO:0043687","post-translational protein modification","5/57","361/18862",0.00462998329020585,0.0355053575740357,0.0255937121425514,"1356/5265/335/720/348",5,"CP/SERPINA1/APOA1/C4A/APOE"
"GO:0045732","positive regulation of protein catabolic process","4/57","225/18862",0.00475048731159782,0.0362224657509334,0.0261106330105167,"722/23072/1191/348",4,"C4BPA/HECW1/CLU/APOE"
"GO:0046474","glycerophospholipid biosynthetic process","4/57","227/18862",0.0049009940719004,0.0369830055534747,0.0266588611684393,"335/22908/8821/55750",4,"APOA1/SACM1L/INPP4B/AGK"
"GO:0050727","regulation of inflammatory response","5/57","366/18862",0.00490534648920901,0.0369830055534747,0.0266588611684393,"183/335/6288/348/6280",5,"AGT/APOA1/SAA1/APOE/S100A9"
"GO:0016101","diterpenoid metabolic process","3/57","114/18862",0.00496297706253128,0.0372084649045641,0.0268213814787783,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0043406","positive regulation of MAP kinase activity","4/57","230/18862",0.00513272710341534,0.0382673320710188,0.0275846561873608,"183/727/6288/2081",4,"AGT/C5/SAA1/ERN1"
"GO:0001990","regulation of systemic arterial blood pressure by hormone","2/57","36/18862",0.00529191784335615,0.0390206249768349,0.0281276604860862,"183/5345",2,"AGT/SERPINF2"
"GO:0045730","respiratory burst","2/57","36/18862",0.00529191784335615,0.0390206249768349,0.0281276604860862,"3512/3494",2,"JCHAIN/IGHA2"
"GO:0019433","triglyceride catabolic process","2/57","38/18862",0.00588233272838165,0.0424413468897214,0.0305934565782838,"335/345",2,"APOA1/APOC3"
"GO:0045429","positive regulation of nitric oxide biosynthetic process","2/57","38/18862",0.00588233272838165,0.0424413468897214,0.0305934565782838,"3043/1191",2,"HBB/CLU"
"GO:0048246","macrophage chemotaxis","2/57","38/18862",0.00588233272838165,0.0424413468897214,0.0305934565782838,"727/6288",2,"C5/SAA1"
"GO:0097242","amyloid-beta clearance","2/57","38/18862",0.00588233272838165,0.0424413468897214,0.0305934565782838,"1191/348",2,"CLU/APOE"
"GO:0019218","regulation of steroid metabolic process","3/57","122/18862",0.00599086272936965,0.0427840597178992,0.0308404979847434,"183/335/348",3,"AGT/APOA1/APOE"
"GO:0031331","positive regulation of cellular catabolic process","5/57","384/18862",0.00599359405884131,0.0427840597178992,0.0308404979847434,"335/53840/1191/348/23112",5,"APOA1/TRIM34/CLU/APOE/TNRC6B"
"GO:0050832","defense response to fungus","2/57","39/18862",0.00618833182008049,0.0437091647502527,0.0315073514828475,"3273/6280",2,"HRG/S100A9"
"GO:1904407","positive regulation of nitric oxide metabolic process","2/57","39/18862",0.00618833182008049,0.0437091647502527,0.0315073514828475,"3043/1191",2,"HBB/CLU"
"GO:0006721","terpenoid metabolic process","3/57","124/18862",0.00626622653717501,0.0440276231041302,0.0317369092734298,"335/345/348",3,"APOA1/APOC3/APOE"
"GO:0035296","regulation of tube diameter","3/57","127/18862",0.00669328546364587,0.0465408761254547,0.0335485647182468,"183/5345/348",3,"AGT/SERPINF2/APOE"
"GO:0097746","blood vessel diameter maintenance","3/57","127/18862",0.00669328546364587,0.0465408761254547,0.0335485647182468,"183/5345/348",3,"AGT/SERPINF2/APOE"
"GO:0035150","regulation of tube size","3/57","128/18862",0.00683940072916291,0.0473117308171991,0.0341042282696729,"183/5345/348",3,"AGT/SERPINF2/APOE"
"GO:0032965","regulation of collagen biosynthetic process","2/57","42/18862",0.00714896162811166,0.0491995205380813,0.0354650242171909,"2147/5345",2,"F2/SERPINF2"
"GO:0019216","regulation of lipid metabolic process","5/57","402/18862",0.00724253144104416,0.0495891693565371,0.0357458990027905,"2147/183/335/345/348",5,"F2/AGT/APOA1/APOC3/APOE"
